datadate,gvkey,gvkeyx,isin,from,thru,conm,cshtrd,prccd,divd,curcdd,exchg,fic,gind,iid,secstat,trfd
2018-11-20,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,880111.0,199.15,,EUR,171.0,DEU,252030,01W,A,1.31967518
2018-11-20,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,690677.0,96.9,,EUR,171.0,DEU,352020,01W,A,1.55681365
2018-11-20,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.0,,EUR,154.0,DEU,203010,90W,A,1.39475889
2018-11-20,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,140748.0,141.4,,EUR,171.0,DEU,251020,01W,A,1.85208948
2018-11-20,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,25386160.0,8.153,,EUR,171.0,DEU,402030,01W,A,2.03682208
2018-11-20,132740,150095,DE000A2NBU26,2009-12-21,,INFINEON TECHNOLOGIES AG,,17.5,,EUR,154.0,DEU,453010,02W,I,1.1625003
2018-11-20,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,18.4,,EUR,154.0,DEU,303020,90W,A,1.03314021
2018-11-20,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,107415.0,89.25,,EUR,171.0,DEU,303010,02W,A,1.44322888
2018-11-20,103487,150095,DE0007164600,1995-12-31,,SAP SE,3398817.0,88.04,,EUR,171.0,DEU,451030,02W,A,1.71314544
2018-11-20,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,513790.0,92.72,,EUR,171.0,DEU,303020,01W,A,1.55226921
2018-11-20,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,599000.0,136.1,,EUR,171.0,DEU,251010,01W,A,1.70990032
2018-11-20,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.08212306
2018-11-20,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,173291.0,177.2,,EUR,171.0,DEU,201010,01W,A,1.32395959
2018-11-20,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,1477221.0,66.3,,EUR,171.0,DEU,351020,01W,A,1.33123301
2018-11-20,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1624218.0,73.69,,EUR,171.0,DEU,251020,01W,A,2.02003854
2018-11-20,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,13.95,,EUR,154.0,DEU,251020,91W,A,1.20162617
2018-11-20,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,963581.0,138.65,,EUR,171.0,IRL,151010,01W,A,1.0
2018-11-20,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,19.2,,EUR,257.0,DEU,352020,90W,A,1.10357558
2018-11-20,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2883010.0,98.92,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-11-20,100953,150095,DE0007037129,1988-07-31,,RWE AG,4125610.0,19.17,,EUR,171.0,DEU,551030,01W,A,2.74528785
2018-11-21,100953,150095,DE0007037129,1988-07-31,,RWE AG,3199521.0,19.245,,EUR,171.0,DEU,551030,01W,A,2.74528785
2018-11-21,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,11292640.0,8.317,,EUR,171.0,DEU,402030,01W,A,2.03682208
2018-11-21,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,18.4,,EUR,154.0,DEU,303020,90W,A,1.03314021
2018-11-21,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,158447.0,180.4,,EUR,171.0,DEU,201010,01W,A,1.32395959
2018-11-21,132740,150095,DE000A2NBU26,2009-12-21,,INFINEON TECHNOLOGIES AG,,17.5,,EUR,154.0,DEU,453010,02W,I,1.1625003
2018-11-21,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,870469.0,141.1,,EUR,171.0,IRL,151010,01W,A,1.0
2018-11-21,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,19.3,,EUR,257.0,DEU,352020,90W,A,1.10357558
2018-11-21,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2114129.0,100.76,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-11-21,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,1258878.0,68.18,,EUR,171.0,DEU,351020,01W,A,1.33123301
2018-11-21,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,558363.0,140.0,,EUR,171.0,DEU,251010,01W,A,1.70990032
2018-11-21,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,127025.0,90.55,,EUR,171.0,DEU,303010,02W,A,1.44322888
2018-11-21,103487,150095,DE0007164600,1995-12-31,,SAP SE,2427612.0,89.3,,EUR,171.0,DEU,451030,02W,A,1.71314544
2018-11-21,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,320588.0,93.58,,EUR,171.0,DEU,303020,01W,A,1.55226921
2018-11-21,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,2035275.0,74.32,,EUR,171.0,DEU,251020,01W,A,2.02003854
2018-11-21,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,14.482,,EUR,154.0,DEU,251020,91W,A,1.20162617
2018-11-21,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,3190749.0,27.8,,EUR,171.0,DEU,203010,01W,A,1.87114121
2018-11-21,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,1024268.0,185.86,,EUR,171.0,DEU,403010,01W,A,2.03783269
2018-11-21,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,596907.0,113.85,,EUR,171.0,DEU,402030,01W,A,1.63668171
2018-11-21,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,920394.0,59.28,,EUR,171.0,DEU,151020,01W,A,1.49437065
2018-11-21,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,590466.0,192.0,,EUR,171.0,DEU,403010,01W,A,2.05521899
2018-11-21,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,89.0,,EUR,257.0,DEU,303010,90W,A,1.12029082
2018-11-21,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1196812.0,42.35,,EUR,171.0,DEU,601020,01W,A,1.16862559
2018-11-21,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,10273990.0,9.181,,EUR,171.0,DEU,551030,01W,A,3.92365364
2018-11-21,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,13337420.0,15.305,,EUR,171.0,DEU,501010,01W,A,2.48440562
2018-11-21,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,,20.2,,EUR,154.0,DEU,203020,90W,A,1.16194931
2018-11-21,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3086971.0,50.84,,EUR,171.0,DEU,251020,01W,A,2.87955522
2018-11-21,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,8281867.0,17.7,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-11-21,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.08212306
2018-11-21,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,656487.0,99.4,,EUR,171.0,DEU,303010,01W,A,1.86362843
2018-11-21,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1891769.0,152.36,,EUR,171.0,DEU,251020,02W,A,2.22719918
2018-11-21,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,4464278.0,20.38,,EUR,171.0,DEU,203020,01W,A,1.92568304
2018-11-21,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,31565.0,65.75,,EUR,171.0,DEU,251020,02W,A,2.06175995
2018-11-21,100953,150095,DE0007037145,1988-07-31,,RWE AG,46087.0,16.3,,EUR,171.0,DEU,551030,03W,A,3.33516595
2018-11-21,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,3568091.0,49.78,,EUR,154.0,DEU,151010,01W,A,1.06857871
2018-11-21,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,104820.0,147.8,,EUR,171.0,DEU,251020,01W,A,1.85208948
2018-11-21,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.0,,EUR,154.0,DEU,203010,90W,A,1.39475889
2018-11-21,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,3205597.0,62.6,,EUR,171.0,DEU,352020,01W,A,2.89373357
2018-11-21,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2364818.0,49.39,,EUR,171.0,DEU,351020,01W,A,1.37264343
2018-11-21,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,528444.0,97.08,,EUR,171.0,DEU,352020,01W,A,1.55681365
2018-11-21,100037,150095,DE0006483001,1988-07-31,,LINDE AG,61883.0,192.2,,EUR,171.0,DEU,151010,01W,I,1.98445726
2018-11-21,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,98.0,,EUR,257.0,DEU,303010,91W,A,1.10692091
2018-11-21,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,1323598.0,131.75,,EUR,171.0,DEU,451020,01W,A,1.06188661
2018-11-21,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,656007.0,204.4,,EUR,171.0,DEU,252030,01W,A,1.31967518
2018-11-21,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2814739.0,66.95,,EUR,171.0,DEU,151010,01W,A,3.30420345
2018-11-22,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,549624.0,201.6,,EUR,171.0,DEU,252030,01W,A,1.31967518
2018-11-22,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,99.5,,EUR,257.0,DEU,303010,91W,A,1.10692091
2018-11-22,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,89159.0,146.5,,EUR,171.0,DEU,251020,01W,A,1.85208948
2018-11-22,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2599403.0,65.73,,EUR,171.0,DEU,151010,01W,A,3.30420345
2018-11-22,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,620534.0,130.1,,EUR,171.0,DEU,451020,01W,A,1.06188661
2018-11-22,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,363478.0,96.44,,EUR,171.0,DEU,352020,01W,A,1.55681365
2018-11-22,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,26.2,,EUR,154.0,DEU,203010,90W,A,1.39475889
2018-11-22,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2095090.0,49.11,,EUR,171.0,DEU,351020,01W,A,1.37264343
2018-11-22,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,1778109.0,47.88,,EUR,154.0,DEU,151010,01W,A,1.06857871
2018-11-22,100037,150095,DE0006483001,1988-07-31,,LINDE AG,103262.0,191.85,,EUR,171.0,DEU,151010,01W,I,1.98445726
2018-11-22,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,1618512.0,62.23,,EUR,171.0,DEU,352020,01W,A,2.89373357
2018-11-22,100953,150095,DE0007037145,1988-07-31,,RWE AG,29359.0,16.16,,EUR,171.0,DEU,551030,03W,A,3.33516595
2018-11-22,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,254143.0,92.74,,EUR,171.0,DEU,303020,01W,A,1.55226921
2018-11-22,132740,150095,DE000A2NBU26,2009-12-21,,INFINEON TECHNOLOGIES AG,,17.5,,EUR,154.0,DEU,453010,02W,I,1.1625003
2018-11-22,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,95418.0,176.2,,EUR,171.0,DEU,201010,01W,A,1.32395959
2018-11-22,100953,150095,DE0007037129,1988-07-31,,RWE AG,4315481.0,19.2,,EUR,171.0,DEU,551030,01W,A,2.74528785
2018-11-22,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,18.3,,EUR,154.0,DEU,303020,90W,A,1.03314021
2018-11-22,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1040962.0,73.62,,EUR,171.0,DEU,251020,01W,A,2.02003854
2018-11-22,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,711470.0,69.42,,EUR,171.0,DEU,351020,01W,A,1.33123301
2018-11-22,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,1578355.0,100.1,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-11-22,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,14.492,,EUR,154.0,DEU,251020,91W,A,1.20162617
2018-11-22,103487,150095,DE0007164600,1995-12-31,,SAP SE,2000725.0,88.52,,EUR,171.0,DEU,451030,02W,A,1.71314544
2018-11-22,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,89469.0,90.4,,EUR,171.0,DEU,303010,02W,A,1.44322888
2018-11-22,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,8261975.0,8.232,,EUR,171.0,DEU,402030,01W,A,2.03682208
2018-11-22,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,640982.0,138.3,,EUR,171.0,IRL,151010,01W,A,1.0
2018-11-22,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,268142.0,138.8,,EUR,171.0,DEU,251010,01W,A,1.70990032
2018-11-22,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.9,,EUR,257.0,DEU,352020,90W,A,1.10357558
2018-11-22,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,,20.2,,EUR,154.0,DEU,203020,90W,A,1.16194931
2018-11-22,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,3826542.0,17.605,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-11-22,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,891353.0,42.11,,EUR,171.0,DEU,601020,01W,A,1.16862559
2018-11-22,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2288210.0,27.5,,EUR,171.0,DEU,203010,01W,A,1.87114121
2018-11-22,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2292537.0,20.33,,EUR,171.0,DEU,203020,01W,A,1.92568304
2018-11-22,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,55495.0,65.4,,EUR,171.0,DEU,251020,02W,A,2.06175995
2018-11-22,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,9028505.0,15.11,,EUR,171.0,DEU,501010,01W,A,2.48440562
2018-11-22,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,669322.0,114.25,,EUR,171.0,DEU,402030,01W,A,1.63668171
2018-11-22,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,526886.0,58.56,,EUR,171.0,DEU,151020,01W,A,1.49437065
2018-11-22,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,383188.0,189.65,,EUR,171.0,DEU,403010,01W,A,2.05521899
2018-11-22,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,765907.0,183.46,,EUR,171.0,DEU,403010,01W,A,2.03783269
2018-11-22,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,430862.0,99.98,,EUR,171.0,DEU,303010,01W,A,1.86362843
2018-11-22,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,88.0,,EUR,257.0,DEU,303010,90W,A,1.12029082
2018-11-22,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.08212306
2018-11-22,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1120391.0,151.92,,EUR,171.0,DEU,251020,02W,A,2.22719918
2018-11-22,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,10985350.0,9.0,,EUR,171.0,DEU,551030,01W,A,3.92365364
2018-11-22,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,1830471.0,50.42,,EUR,171.0,DEU,251020,01W,A,2.87955522
2018-11-23,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,417814.0,190.25,,EUR,171.0,DEU,403010,01W,A,2.05521899
2018-11-23,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,90.0,,EUR,257.0,DEU,303010,90W,A,1.12029082
2018-11-23,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,354996.0,58.84,,EUR,171.0,DEU,151020,01W,A,1.49437065
2018-11-23,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,2003899.0,50.67,,EUR,171.0,DEU,251020,01W,A,2.87955522
2018-11-23,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,4293380.0,20.91,,EUR,171.0,DEU,203020,01W,A,1.92568304
2018-11-23,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,7641534.0,15.22,,EUR,171.0,DEU,501010,01W,A,2.48440562
2018-11-23,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.08212306
2018-11-23,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,735080.0,184.4,,EUR,171.0,DEU,403010,01W,A,2.03783269
2018-11-23,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,33838.0,65.15,,EUR,171.0,DEU,251020,02W,A,2.06175995
2018-11-23,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,51.0,20.8,,EUR,154.0,DEU,203020,90W,A,1.16194931
2018-11-23,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,6391479.0,9.02,,EUR,171.0,DEU,551030,01W,A,3.92365364
2018-11-23,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1017688.0,150.98,,EUR,171.0,DEU,251020,02W,A,2.22719918
2018-11-23,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,468516.0,101.1,,EUR,171.0,DEU,303010,01W,A,1.86362843
2018-11-23,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,938425.0,42.53,,EUR,171.0,DEU,601020,01W,A,1.16862559
2018-11-23,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,367825.0,114.55,,EUR,171.0,DEU,402030,01W,A,1.63668171
2018-11-23,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2300263.0,27.83,,EUR,171.0,DEU,203010,01W,A,1.87114121
2018-11-23,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,4650280.0,17.715,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-11-23,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,2136773.0,47.62,,EUR,154.0,DEU,151010,01W,A,1.06857871
2018-11-23,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,59197.0,146.2,,EUR,171.0,DEU,251020,01W,A,1.85208948
2018-11-23,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2043406.0,65.7,,EUR,171.0,DEU,151010,01W,A,3.30420345
2018-11-23,100037,150095,DE0006483001,1988-07-31,,LINDE AG,36043.0,191.75,,EUR,171.0,DEU,151010,01W,I,1.98445726
2018-11-23,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,26.8,,EUR,154.0,DEU,203010,90W,A,1.39475889
2018-11-23,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,100.0,,EUR,257.0,DEU,303010,91W,A,1.10692091
2018-11-23,100953,150095,DE0007037145,1988-07-31,,RWE AG,32268.0,15.96,,EUR,171.0,DEU,551030,03W,A,3.33516595
2018-11-23,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2216254.0,48.99,,EUR,171.0,DEU,351020,01W,A,1.37264343
2018-11-23,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,630530.0,131.95,,EUR,171.0,DEU,451020,01W,A,1.06188661
2018-11-23,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,496578.0,202.7,,EUR,171.0,DEU,252030,01W,A,1.31967518
2018-11-23,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,358212.0,97.92,,EUR,171.0,DEU,352020,01W,A,1.55681365
2018-11-23,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2129755.0,62.81,,EUR,171.0,DEU,352020,01W,A,2.89373357
2018-11-23,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,311874.0,139.05,,EUR,171.0,DEU,251010,01W,A,1.70990032
2018-11-23,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,183732.0,93.46,,EUR,171.0,DEU,303020,01W,A,1.55226921
2018-11-23,132740,150095,DE000A2NBU26,2009-12-21,,INFINEON TECHNOLOGIES AG,,17.5,,EUR,154.0,DEU,453010,02W,I,1.1625003
2018-11-23,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,14.352,,EUR,154.0,DEU,251020,91W,A,1.20162617
2018-11-23,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,503097.0,138.95,,EUR,171.0,IRL,151010,01W,A,1.0
2018-11-23,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,18.4,,EUR,154.0,DEU,303020,90W,A,1.03314021
2018-11-23,100953,150095,DE0007037129,1988-07-31,,RWE AG,5555090.0,18.975,,EUR,171.0,DEU,551030,01W,A,2.74528785
2018-11-23,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,19.0,,EUR,257.0,DEU,352020,90W,A,1.10357558
2018-11-23,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,79318.0,91.75,,EUR,171.0,DEU,303010,02W,A,1.44322888
2018-11-23,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,617089.0,69.2,,EUR,171.0,DEU,351020,01W,A,1.33123301
2018-11-23,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,952777.0,73.49,,EUR,171.0,DEU,251020,01W,A,2.02003854
2018-11-23,103487,150095,DE0007164600,1995-12-31,,SAP SE,1970967.0,89.35,,EUR,171.0,DEU,451030,02W,A,1.71314544
2018-11-23,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,88009.0,179.5,,EUR,171.0,DEU,201010,01W,A,1.32395959
2018-11-23,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,8869065.0,8.17,,EUR,171.0,DEU,402030,01W,A,2.03682208
2018-11-23,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,1492296.0,100.54,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-11-26,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,829378.0,138.8,,EUR,171.0,IRL,151010,01W,A,1.0
2018-11-26,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,756687.0,142.85,,EUR,171.0,DEU,251010,01W,A,1.70990032
2018-11-26,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,93515.0,92.25,,EUR,171.0,DEU,303010,02W,A,1.44322888
2018-11-26,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2331956.0,102.46,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-11-26,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1548836.0,74.87,,EUR,171.0,DEU,251020,01W,A,2.02003854
2018-11-26,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,14.476,,EUR,154.0,DEU,251020,91W,A,1.20162617
2018-11-26,103487,150095,DE0007164600,1995-12-31,,SAP SE,2209319.0,90.0,,EUR,171.0,DEU,451030,02W,A,1.71314544
2018-11-26,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,19.2,,EUR,257.0,DEU,352020,90W,A,1.10357558
2018-11-26,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,15003360.0,8.561,,EUR,171.0,DEU,402030,01W,A,2.03682208
2018-11-26,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,262761.0,92.94,,EUR,171.0,DEU,303020,01W,A,1.55226921
2018-11-26,132740,150095,DE000A2NBU26,2009-12-21,,INFINEON TECHNOLOGIES AG,,17.5,,EUR,154.0,DEU,453010,02W,I,1.1625003
2018-11-26,100953,150095,DE0007037129,1988-07-31,,RWE AG,5143967.0,19.41,,EUR,171.0,DEU,551030,01W,A,2.74528785
2018-11-26,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,18.3,,EUR,154.0,DEU,303020,90W,A,1.03314021
2018-11-26,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,735790.0,69.56,,EUR,171.0,DEU,351020,01W,A,1.33123301
2018-11-26,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,142514.0,177.1,,EUR,171.0,DEU,201010,01W,A,1.32395959
2018-11-26,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1097643.0,42.9,,EUR,171.0,DEU,601020,01W,A,1.16862559
2018-11-26,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,6327302.0,9.113,,EUR,171.0,DEU,551030,01W,A,3.92365364
2018-11-26,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,514200.0,193.85,,EUR,171.0,DEU,403010,01W,A,2.05521899
2018-11-26,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,90.5,,EUR,257.0,DEU,303010,90W,A,1.12029082
2018-11-26,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,3293864.0,28.49,,EUR,171.0,DEU,203010,01W,A,1.87114121
2018-11-26,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,529175.0,112.5,,EUR,171.0,DEU,402030,01W,A,1.63668171
2018-11-26,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,634555.0,60.04,,EUR,171.0,DEU,151020,01W,A,1.49437065
2018-11-26,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3486213.0,51.94,,EUR,171.0,DEU,251020,01W,A,2.87955522
2018-11-26,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,18040750.0,15.375,,EUR,171.0,DEU,501010,01W,A,2.48440562
2018-11-26,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,92024.0,66.0,,EUR,171.0,DEU,251020,02W,A,2.06175995
2018-11-26,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,4400902.0,21.38,,EUR,171.0,DEU,203020,01W,A,1.92568304
2018-11-26,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,6590744.0,18.15,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-11-26,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,100.0,,EUR,257.0,DEU,303010,91W,A,1.10692091
2018-11-26,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.08212306
2018-11-26,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,1283239.0,189.52,,EUR,171.0,DEU,403010,01W,A,2.03783269
