date,djct
2004-08-04,4723.47
2004-08-05,4648.73
2004-08-06,4580.96
2004-08-09,4577.7
2004-08-10,4646.68
2004-08-11,4654.5
2004-08-12,4598.01
2004-08-13,4585.99
2004-08-16,4660.9
2004-08-17,4661.57
2004-08-18,4722.47
2004-08-19,4688.37
2004-08-20,4724.49
2004-08-23,4702.3
2004-08-24,4722.99
2004-08-25,4753.1
2004-08-26,4747.93
2004-08-27,4753.79
2004-08-30,4726.97
2004-08-31,4759.26
2004-09-01,4761.32
2004-09-02,4821.56
2004-09-03,4803.46
2004-09-07,4845.89
2004-09-08,4833.74
2004-09-09,4833.78
2004-09-10,4855.13
2004-09-13,4851.87
2004-09-14,4853.95
2004-09-15,4829.23
2004-09-16,4847.85
2004-09-17,4871.62
2004-09-20,4843.07
2004-09-21,4868.86
2004-09-22,4798.56
2004-09-23,4767.57
2004-09-24,4781.26
2004-09-27,4758.59
2004-09-28,4799.78
2004-09-29,4824.54
2004-09-30,4814.5
2004-10-01,4875.35
2004-10-04,4892.99
2004-10-05,4892.27
2004-10-06,4936.51
2004-10-07,4880.82
2004-10-08,4863.5
2004-10-11,4870.63
2004-10-12,4876.88
2004-10-13,4824.58
2004-10-14,4805.78
2004-10-15,4844.15
2004-10-18,4862.05
2004-10-19,4826.34
2004-10-20,4845.08
2004-10-21,4858.64
2004-10-22,4814.37
2004-10-25,4836.5
2004-10-26,4907.58
2004-10-27,4947.26
2004-10-28,4949.79
2004-10-29,4967.32
2004-11-01,4980.08
2004-11-02,4936.04
2004-11-03,4999.91
2004-11-04,5094.93
2004-11-05,5113.13
2004-11-08,5127.94
2004-11-09,5130.13
2004-11-10,5127.33
2004-11-11,5180.45
2004-11-12,5214.39
2004-11-15,5205.67
2004-11-16,5173.26
2004-11-17,5194.12
2004-11-18,5202.57
2004-11-19,5152.38
2004-11-22,5195.87
2004-11-23,5205.91
2004-11-24,5228.46
2004-11-26,5231.65
2004-11-29,5212.21
2004-11-30,5189.56
2004-12-01,5253.73
2004-12-02,5237.38
2004-12-03,5244.15
2004-12-06,5232.54
2004-12-07,5181.02
2004-12-08,5216.13
2004-12-09,5226.55
2004-12-10,5217.04
2004-12-13,5274.43
2004-12-14,5299.77
2004-12-15,5311.77
2004-12-16,5305.09
2004-12-17,5300.92
2004-12-20,5307.74
2004-12-21,5365.78
2004-12-22,5383.66
2004-12-23,5384.15
2004-12-27,5350.19
2004-12-28,5401.21
2004-12-29,5395.52
2004-12-30,5389.56
2004-12-31,5374.91
2005-01-03,5332.39
2005-01-04,5266.32
2005-01-05,5238.39
2005-01-06,5253.52
2005-01-07,5231.99
2005-01-10,5255.47
2005-01-11,5226.05
2005-01-12,5221.84
2005-01-13,5178.21
2005-01-14,5214.44
2005-01-18,5250.8
2005-01-19,5210.9
2005-01-20,5171.46
2005-01-21,5130.13
2005-01-24,5124.98
2005-01-25,5173.01
2005-01-26,5202.38
2005-01-27,5208.35
2005-01-28,5194.96
2005-01-31,5245.05
2005-02-01,5269.84
2005-02-02,5288.58
2005-02-03,5281.89
2005-02-04,5333.65
2005-02-07,5332.44
2005-02-08,5343.67
2005-02-09,5310.03
2005-02-10,5334.2
2005-02-11,5366.82
2005-02-14,5365.54
2005-02-15,5382.76
2005-02-16,5395.78
2005-02-17,5366.39
2005-02-18,5369.45
2005-02-22,5262.32
2005-02-23,5318.95
2005-02-24,5378.91
2005-02-25,5438.74
2005-02-28,5414.73
2005-03-01,5445.57
2005-03-02,5441.15
2005-03-03,5454.42
2005-03-04,5532.7
2005-03-07,5557.22
2005-03-08,5542.04
2005-03-09,5481.08
2005-03-10,5491.86
2005-03-11,5472.1
2005-03-14,5509.96
2005-03-15,5473.03
2005-03-16,5411.95
2005-03-17,5428.73
2005-03-18,5416.07
2005-03-21,5398.21
2005-03-22,5354.82
2005-03-23,5332.07
2005-03-24,5349.94
2005-03-28,5360.66
2005-03-29,5298.03
2005-03-30,5374.36
2005-03-31,5367.78
2005-04-01,5335.67
2005-04-04,5352.35
2005-04-05,5375.0
2005-04-06,5376.44
2005-04-07,5403.44
2005-04-08,5319.15
2005-04-11,5334.59
2005-04-12,5375.87
2005-04-13,5299.65
2005-04-14,5210.12
2005-04-15,5115.57
2005-04-18,5127.56
2005-04-19,5175.29
2005-04-20,5113.33
2005-04-21,5231.28
2005-04-22,5188.75
2005-04-25,5233.33
2005-04-26,5169.66
2005-04-27,5195.84
2005-04-28,5147.71
2005-04-29,5209.58
2005-05-02,5254.54
2005-05-03,5234.32
2005-05-04,5294.23
2005-05-05,5277.55
2005-05-06,5277.22
2005-05-09,5307.01
2005-05-10,5247.23
2005-05-11,5275.04
2005-05-12,5195.73
2005-05-13,5144.71
2005-05-16,5208.87
2005-05-17,5261.95
2005-05-18,5341.25
2005-05-19,5361.88
2005-05-20,5357.41
2005-05-23,5368.23
2005-05-24,5366.36
2005-05-25,5338.83
2005-05-26,5377.53
2005-05-27,5378.88
2005-05-31,5349.81
2005-06-01,5398.1
2005-06-02,5405.33
2005-06-03,5374.78
2005-06-06,5379.77
2005-06-07,5378.59
2005-06-08,5347.04
2005-06-09,5352.53
2005-06-10,5358.47
2005-06-13,5368.51
2005-06-14,5373.19
2005-06-15,5379.82
2005-06-16,5397.15
2005-06-17,5433.62
2005-06-20,5424.95
2005-06-21,5421.29
2005-06-22,5427.86
2005-06-23,5343.16
2005-06-24,5283.23
2005-06-27,5279.63
2005-06-28,5358.1
2005-06-29,5362.5
2005-06-30,5329.77
2005-07-01,5358.44
2005-07-05,5387.01
2005-07-06,5334.26
2005-07-07,5352.25
2005-07-08,5431.97
2005-07-11,5476.7
2005-07-12,5470.24
2005-07-13,5488.37
2005-07-14,5515.64
2005-07-15,5511.93
2005-07-18,5487.43
2005-07-19,5512.78
2005-07-20,5589.0
2005-07-21,5554.44
2005-07-22,5574.23
2005-07-25,5536.73
2005-07-26,5537.33
2005-07-27,5566.49
2005-07-28,5619.95
2005-07-29,5596.49
2005-08-01,5580.45
2005-08-02,5631.55
2005-08-03,5639.58
2005-08-04,5593.49
2005-08-05,5543.57
2005-08-08,5513.27
2005-08-09,5551.99
2005-08-10,5554.42
2005-08-11,5599.48
2005-08-12,5567.65
2005-08-15,5587.04
2005-08-16,5513.64
2005-08-17,5531.19
2005-08-18,5529.52
2005-08-19,5544.67
2005-08-22,5557.21
2005-08-23,5524.19
2005-08-24,5501.51
2005-08-25,5533.47
2005-08-26,5500.48
2005-08-29,5534.5
2005-08-30,5506.86
2005-08-31,5554.31
2005-09-01,5572.51
2005-09-02,5555.06
2005-09-06,5625.56
2005-09-07,5637.05
2005-09-08,5599.63
2005-09-09,5624.35
2005-09-12,5635.76
2005-09-13,5580.99
2005-09-14,5573.13
2005-09-15,5595.84
2005-09-16,5648.38
2005-09-19,5610.68
2005-09-20,5579.66
2005-09-21,5544.31
2005-09-22,5551.24
2005-09-23,5558.81
2005-09-26,5573.15
2005-09-27,5582.42
2005-09-28,5618.82
2005-09-29,5680.24
2005-09-30,5692.59
2005-10-03,5699.03
2005-10-04,5631.56
2005-10-05,5524.69
2005-10-06,5509.38
2005-10-07,5540.09
2005-10-10,5496.5
2005-10-11,5517.3
2005-10-12,5454.79
2005-10-13,5402.42
2005-10-14,5458.23
2005-10-17,5496.21
2005-10-18,5429.07
2005-10-19,5484.21
2005-10-20,5409.64
2005-10-21,5411.11
2005-10-24,5533.03
2005-10-25,5536.98
2005-10-26,5511.35
2005-10-27,5439.42
2005-10-28,5541.5
2005-10-31,5600.43
2005-11-01,5570.17
2005-11-02,5635.01
2005-11-03,5674.62
2005-11-04,5655.06
2005-11-07,5694.36
2005-11-08,5675.96
2005-11-09,5704.48
2005-11-10,5733.99
2005-11-11,5748.86
2005-11-14,5741.56
2005-11-15,5720.27
2005-11-16,5726.57
2005-11-17,5794.01
2005-11-18,5829.64
2005-11-21,5854.18
2005-11-22,5881.45
2005-11-23,5903.31
2005-11-25,5915.46
2005-11-28,5872.61
2005-11-29,5881.83
2005-11-30,5844.13
2005-12-01,5900.79
2005-12-02,5882.45
2005-12-05,5852.09
2005-12-06,5877.13
2005-12-07,5848.3
2005-12-08,5839.93
2005-12-09,5865.1
2005-12-12,5851.66
2005-12-13,5880.11
2005-12-14,5920.36
2005-12-15,5937.85
2005-12-16,5934.58
2005-12-19,5891.76
2005-12-20,5884.77
2005-12-21,5921.56
2005-12-22,5968.22
2005-12-23,5978.09
2005-12-27,5919.99
2005-12-28,5923.58
2005-12-29,5927.48
2005-12-30,5884.79
2006-01-03,5944.57
2006-01-04,5978.63
2006-01-05,5962.59
2006-01-06,5987.33
2006-01-09,6006.08
2006-01-10,5998.68
2006-01-11,5993.94
2006-01-12,5950.59
2006-01-13,5958.46
2006-01-17,5932.52
2006-01-18,5939.59
2006-01-19,6005.32
2006-01-20,5906.55
2006-01-23,5921.27
2006-01-24,5983.05
2006-01-25,5947.42
2006-01-26,5991.79
2006-01-27,6022.56
2006-01-30,6034.54
2006-01-31,6032.03
2006-02-01,6036.03
2006-02-02,5974.47
2006-02-03,5943.85
2006-02-06,5964.12
2006-02-07,5914.33
2006-02-08,5964.16
2006-02-09,5986.73
2006-02-10,6005.32
2006-02-13,5986.92
2006-02-14,6070.94
2006-02-15,6097.57
2006-02-16,6110.09
2006-02-17,6113.84
2006-02-21,6102.21
2006-02-22,6151.67
2006-02-23,6120.47
2006-02-24,6126.27
2006-02-27,6172.12
2006-02-28,6111.72
2006-03-01,6161.74
2006-03-02,6139.19
2006-03-03,6151.52
2006-03-06,6086.08
2006-03-07,6070.67
2006-03-08,6074.47
2006-03-09,6056.58
2006-03-10,6108.78
2006-03-13,6112.84
2006-03-14,6165.46
2006-03-15,6230.7
2006-03-16,6232.51
2006-03-17,6238.12
2006-03-20,6234.02
2006-03-21,6198.69
2006-03-22,6251.37
2006-03-23,6194.55
2006-03-24,6196.38
2006-03-27,6192.27
2006-03-28,6148.97
2006-03-29,6192.26
2006-03-30,6152.7
2006-03-31,6140.54
2006-04-03,6178.89
2006-04-04,6235.65
2006-04-05,6277.55
2006-04-06,6257.61
2006-04-07,6194.04
2006-04-10,6194.92
2006-04-11,6147.88
2006-04-12,6165.07
2006-04-13,6166.82
2006-04-17,6123.81
2006-04-18,6254.53
2006-04-19,6272.98
2006-04-20,6290.32
2006-04-21,6297.52
2006-04-24,6315.29
2006-04-25,6277.0
2006-04-26,6279.34
2006-04-27,6288.02
2006-04-28,6282.92
2006-05-01,6268.99
2006-05-02,6343.51
2006-05-03,6346.77
2006-05-04,6430.66
2006-05-05,6516.29
2006-05-08,6509.97
2006-05-09,6537.76
2006-05-10,6546.79
2006-05-11,6477.39
2006-05-12,6387.3
2006-05-15,6406.84
2006-05-16,6377.68
2006-05-17,6243.15
2006-05-18,6205.17
2006-05-19,6219.24
2006-05-22,6234.12
2006-05-23,6194.02
2006-05-24,6196.69
2006-05-25,6255.27
2006-05-26,6300.91
2006-05-30,6197.41
2006-05-31,6279.66
2006-06-01,6354.16
2006-06-02,6372.65
2006-06-05,6242.37
2006-06-06,6223.92
2006-06-07,6178.71
2006-06-08,6180.62
2006-06-09,6169.87
2006-06-12,6106.98
2006-06-13,6061.08
2006-06-14,6095.1
2006-06-15,6244.8
2006-06-16,6243.87
2006-06-19,6194.61
2006-06-20,6217.53
2006-06-21,6307.99
2006-06-22,6273.65
2006-06-23,6287.87
2006-06-26,6307.89
2006-06-27,6241.0
2006-06-28,6272.75
2006-06-29,6415.64
2006-06-30,6425.9
2006-07-03,6481.69
2006-07-05,6429.33
2006-07-06,6428.07
2006-07-07,6382.31
2006-07-10,6400.69
2006-07-11,6416.01
2006-07-12,6342.19
2006-07-13,6236.58
2006-07-14,6180.28
2006-07-17,6176.44
2006-07-18,6208.42
2006-07-19,6325.31
2006-07-20,6214.15
2006-07-21,6184.92
2006-07-24,6296.14
2006-07-25,6278.68
2006-07-26,6228.86
2006-07-27,6191.9
2006-07-28,6280.28
2006-07-31,6251.67
2006-08-01,6211.88
2006-08-02,6246.22
2006-08-03,6301.83
2006-08-04,6271.16
2006-08-07,6226.13
2006-08-08,6212.06
2006-08-09,6133.16
2006-08-10,6170.32
2006-08-11,6126.57
2006-08-14,6145.25
2006-08-15,6245.95
2006-08-16,6321.2
2006-08-17,6312.36
2006-08-18,6334.53
2006-08-21,6286.74
2006-08-22,6297.84
2006-08-23,6260.03
2006-08-24,6248.46
2006-08-25,6249.05
2006-08-28,6299.64
2006-08-29,6303.42
2006-08-30,6286.79
2006-08-31,6308.54
2006-09-01,6339.19
2006-09-05,6328.63
2006-09-06,6269.05
2006-09-07,6246.95
2006-09-08,6248.57
2006-09-11,6257.76
2006-09-12,6335.79
2006-09-13,6392.53
2006-09-14,6365.78
2006-09-15,6363.86
2006-09-18,6372.11
2006-09-19,6360.48
2006-09-20,6377.48
2006-09-21,6322.96
2006-09-22,6306.46
2006-09-25,6350.08
2006-09-26,6427.11
2006-09-27,6460.96
2006-09-28,6457.3
2006-09-29,6426.96
2006-10-02,6422.35
2006-10-03,6455.93
2006-10-04,6539.63
2006-10-05,6571.69
2006-10-06,6529.21
2006-10-09,6535.64
2006-10-10,6575.95
2006-10-11,6552.23
2006-10-12,6606.19
2006-10-13,6616.57
2006-10-16,6657.88
2006-10-17,6622.69
2006-10-18,6626.27
2006-10-19,6670.62
2006-10-20,6688.97
2006-10-23,6713.96
2006-10-24,6737.47
2006-10-25,6773.16
2006-10-26,6777.93
2006-10-27,6731.75
2006-10-30,6747.06
2006-10-31,6721.97
2006-11-01,6699.96
2006-11-02,6675.28
2006-11-03,6642.53
2006-11-06,6703.55
2006-11-07,6725.97
2006-11-08,6749.67
2006-11-09,6712.14
2006-11-10,6745.78
2006-11-13,6773.41
2006-11-14,6795.53
2006-11-15,6830.14
2006-11-16,6871.85
2006-11-17,6867.92
2006-11-20,6851.74
2006-11-21,6863.59
2006-11-22,6875.52
2006-11-24,6855.04
2006-11-27,6775.81
2006-11-28,6772.8
2006-11-29,6810.0
2006-11-30,6808.09
2006-12-01,6797.24
2006-12-04,6848.21
2006-12-05,6886.06
2006-12-06,6854.97
2006-12-07,6841.93
2006-12-08,6831.16
2006-12-11,6850.86
2006-12-12,6825.76
2006-12-13,6822.52
2006-12-14,6884.24
2006-12-15,6874.79
2006-12-18,6843.96
2006-12-19,6852.02
2006-12-20,6819.46
2006-12-21,6786.36
2006-12-22,6749.35
2006-12-26,6788.22
2006-12-27,6844.31
2006-12-28,6835.4
2006-12-29,6809.36
2007-01-03,6856.95
2007-01-04,6862.14
2007-01-05,6788.2
2007-01-08,6800.3
2007-01-09,6805.9
2007-01-10,6818.65
2007-01-11,6859.23
2007-01-12,6891.14
2007-01-16,6947.22
2007-01-17,6926.27
2007-01-18,6926.72
2007-01-19,6948.69
2007-01-22,6901.78
2007-01-23,6930.12
2007-01-24,6962.93
2007-01-25,6892.49
2007-01-26,6872.85
2007-01-29,6895.66
2007-01-30,6922.78
2007-01-31,7010.85
2007-02-01,7074.42
2007-02-02,7083.32
2007-02-05,7081.43
2007-02-06,7094.19
2007-02-07,7105.62
2007-02-08,7093.82
2007-02-09,7066.89
2007-02-12,7067.53
2007-02-13,7136.73
2007-02-14,7216.23
2007-02-15,7209.61
2007-02-16,7212.8
2007-02-20,7243.11
2007-02-21,7240.56
2007-02-22,7225.81
2007-02-23,7228.35
2007-02-26,7209.08
2007-02-27,6974.98
2007-02-28,6989.93
2007-03-01,6981.7
2007-03-02,6895.71
2007-03-05,6835.04
2007-03-06,6917.31
2007-03-07,6926.93
2007-03-08,6961.54
2007-03-09,6971.82
2007-03-12,7009.46
2007-03-13,6866.24
2007-03-14,6885.92
2007-03-15,6927.37
2007-03-16,6915.45
2007-03-19,6970.71
2007-03-20,7029.77
2007-03-21,7113.64
2007-03-22,7118.03
2007-03-23,7167.25
2007-03-26,7145.16
2007-03-27,7096.55
2007-03-28,7044.62
2007-03-29,7067.62
2007-03-30,7062.93
2007-04-02,7104.53
2007-04-03,7178.26
2007-04-04,7173.14
2007-04-05,7200.99
2007-04-09,7255.93
2007-04-10,7255.56
2007-04-11,7213.65
2007-04-12,7263.15
2007-04-13,7268.22
2007-04-16,7336.24
2007-04-17,7353.17
2007-04-18,7400.57
2007-04-19,7397.69
2007-04-20,7472.75
2007-04-23,7451.7
2007-04-24,7456.47
2007-04-25,7557.89
2007-04-26,7520.18
2007-04-27,7490.6
2007-04-30,7420.3
2007-05-01,7455.07
2007-05-02,7508.4
2007-05-03,7544.92
2007-05-04,7561.41
2007-05-07,7586.47
2007-05-08,7603.64
2007-05-09,7623.85
2007-05-10,7519.64
2007-05-11,7584.84
2007-05-15,7594.62
2007-05-16,7677.15
2007-05-17,7667.63
2007-05-18,7695.88
2007-05-21,7694.64
2007-05-22,7684.89
2007-05-23,7664.04
2007-05-24,7568.22
2007-05-25,7589.31
2007-05-29,7630.16
2007-05-30,7689.18
2007-05-31,7720.16
2007-06-01,7738.35
2007-06-04,7721.1
2007-06-05,7657.95
2007-06-06,7562.36
2007-06-07,7401.25
2007-06-08,7494.69
2007-06-11,7494.04
2007-06-12,7392.92
2007-06-13,7516.6
2007-06-14,7576.67
2007-06-15,7634.26
2007-06-18,7591.75
2007-06-19,7597.22
2007-06-20,7505.66
2007-06-21,7554.45
2007-06-22,7456.97
2007-06-25,7472.14
2007-06-26,7444.17
2007-06-27,7519.35
2007-06-28,7520.75
2007-06-29,7507.35
2007-07-02,7600.89
2007-07-03,7640.98
2007-07-05,7626.73
2007-07-06,7647.36
2007-07-09,7683.72
2007-07-10,7587.89
2007-07-11,7657.21
2007-07-12,7781.43
2007-07-13,7822.78
2007-07-16,7813.32
2007-07-17,7826.33
2007-07-18,7842.04
2007-07-19,7901.14
2007-07-20,7793.21
2007-07-23,7830.03
2007-07-24,7666.58
2007-07-25,7673.06
2007-07-26,7484.77
2007-07-27,7372.75
2007-07-30,7434.55
2007-07-31,7369.32
2007-08-01,7449.86
2007-08-02,7503.7
2007-08-03,7286.46
2007-08-06,7457.75
2007-08-07,7517.72
2007-08-08,7606.51
2007-08-09,7410.39
2007-08-10,7392.22
2007-08-13,7424.11
2007-08-14,7259.78
2007-08-15,7123.08
2007-08-16,7106.7
2007-08-17,7254.59
2007-08-20,7308.44
2007-08-21,7295.52
2007-08-22,7397.48
2007-08-23,7367.08
2007-08-24,7441.6
2007-08-27,7353.43
2007-08-28,7199.18
2007-08-29,7350.13
2007-08-30,7298.31
2007-08-31,7377.9
2007-09-04,7449.98
2007-09-05,7355.02
2007-09-06,7392.75
2007-09-07,7251.93
2007-09-10,7242.58
2007-09-11,7345.49
2007-09-12,7330.79
2007-09-13,7401.9
2007-09-14,7412.15
2007-09-17,7370.42
2007-09-18,7578.27
2007-09-19,7607.27
2007-09-20,7534.02
2007-09-21,7562.99
2007-09-24,7521.89
2007-09-25,7543.43
2007-09-26,7594.33
2007-09-27,7600.71
2007-09-28,7567.75
2007-10-01,7676.16
2007-10-02,7669.16
2007-10-03,7613.16
2007-10-04,7625.73
2007-10-05,7733.03
2007-10-08,7695.2
2007-10-09,7773.69
2007-10-10,7710.82
2007-10-11,7679.6
2007-10-12,7728.42
2007-10-15,7658.54
2007-10-16,7609.69
2007-10-17,7623.28
2007-10-18,7631.59
2007-10-19,7445.77
2007-10-22,7488.25
2007-10-23,7563.04
2007-10-24,7550.91
2007-10-25,7550.19
2007-10-26,7628.4
2007-10-29,7647.78
2007-10-30,7625.75
2007-10-31,7720.98
2007-11-01,7526.26
2007-11-02,7555.05
2007-11-05,7543.45
2007-11-06,7593.58
2007-11-07,7388.36
2007-11-08,7426.85
2007-11-09,7316.56
2007-11-12,7270.88
2007-11-13,7422.38
2007-11-14,7385.91
2007-11-15,7338.96
2007-11-16,7330.95
2007-11-19,7223.87
2007-11-20,7246.43
2007-11-21,7142.4
2007-11-23,7238.76
2007-11-26,7131.08
2007-11-27,7240.25
2007-11-28,7427.91
2007-11-29,7408.65
2007-11-30,7475.49
2007-12-03,7457.17
2007-12-04,7451.99
2007-12-05,7564.15
2007-12-06,7658.66
2007-12-07,7705.72
2007-12-10,7752.72
2007-12-11,7554.6
2007-12-12,7572.13
2007-12-13,7612.42
2007-12-14,7501.95
2007-12-17,7419.23
2007-12-18,7469.12
2007-12-19,7413.77
2007-12-20,7424.67
2007-12-21,7522.12
2007-12-24,7578.94
2007-12-26,7562.67
2007-12-27,7464.92
2007-12-28,7482.03
2007-12-31,7414.29
2008-01-02,7287.01
2008-01-03,7274.55
2008-01-04,7140.04
2008-01-07,7202.46
2008-01-08,7065.14
2008-01-09,7132.06
2008-01-10,7209.66
2008-01-11,7088.24
2008-01-14,7187.1
2008-01-15,7061.36
2008-01-16,7042.49
2008-01-17,6847.54
2008-01-18,6826.96
2008-01-22,6736.34
2008-01-23,7007.66
2008-01-24,7006.2
2008-01-25,6936.03
2008-01-28,7028.04
2008-01-29,7086.07
2008-01-30,7091.31
2008-01-31,7247.47
2008-02-01,7321.36
2008-02-04,7278.83
2008-02-05,7096.81
2008-02-06,7087.4
2008-02-07,7130.33
2008-02-08,7083.2
2008-02-11,7128.32
2008-02-12,7172.44
2008-02-13,7251.47
2008-02-14,7155.0
2008-02-15,7150.51
2008-02-19,7142.77
2008-02-20,7189.06
2008-02-21,7102.73
2008-02-22,7144.04
2008-02-25,7244.35
2008-02-26,7318.81
2008-02-27,7263.59
2008-02-28,7187.53
2008-02-29,6996.04
2008-03-03,7025.87
2008-03-04,7046.74
2008-03-05,7090.66
2008-03-06,6934.56
2008-03-07,6870.92
2008-03-10,6773.57
2008-03-11,7027.4
2008-03-12,6961.59
2008-03-13,6997.91
2008-03-14,6895.1
2008-03-17,6884.4
2008-03-18,7141.17
2008-03-19,6961.04
2008-03-20,7107.14
2008-03-24,7229.11
2008-03-25,7240.45
2008-03-26,7170.51
2008-03-27,7126.86
2008-03-28,7077.86
2008-03-31,7121.17
2008-04-01,
2008-04-02,7360.95
2008-04-03,7373.97
2008-04-04,7367.2
2008-04-07,7374.02
2008-04-08,7365.98
2008-04-09,7270.18
2008-04-10,7311.08
2008-04-11,7216.67
2008-04-14,7220.25
2008-04-15,7272.25
2008-04-16,7465.56
2008-04-17,7424.72
2008-04-18,7548.8
2008-04-21,7509.55
2008-04-22,7436.21
2008-04-23,7452.48
2008-04-24,7519.71
2008-04-25,7567.74
2008-04-28,7581.51
2008-04-29,7582.01
2008-04-30,7559.28
2008-05-01,7717.15
2008-05-02,7732.09
2008-05-05,7676.48
2008-05-06,7728.68
2008-05-07,7572.82
2008-05-08,7603.64
2008-05-09,7555.58
2008-05-12,7638.4
2008-05-13,7633.38
2008-05-14,7693.25
2008-05-15,7746.05
2008-05-16,7737.52
2008-05-19,7779.35
2008-05-20,7708.76
2008-05-21,7590.15
2008-05-22,7603.43
2008-05-23,7484.98
2008-05-27,7568.16
2008-05-28,7611.88
2008-05-29,7681.8
2008-05-30,7690.14
2008-06-02,7606.19
2008-06-03,7561.04
2008-06-04,7592.13
2008-06-05,7720.94
2008-06-06,7457.54
2008-06-09,7532.79
2008-06-10,7521.31
2008-06-11,7337.24
2008-06-12,7373.78
2008-06-13,7478.9
2008-06-16,7470.43
2008-06-17,7415.81
2008-06-18,7378.61
2008-06-19,7482.97
