ID;Experiment Run End;Parent Model Type;Model Type;Index ID;Index Name;Study Period Length;Test Set Size;Days Test Set;Constituent Number;Average Cross Section Size;Test Set Start Date;Test Set End Date;Total Accuracy;Top-k Accuracy Scores;Top-k Mean Daily Return;Top-k Mean Daily Excess Return;Top-k Annualized Excess Return;Top-k Annualized Return;Top-k Annualized Sharpe;Top-k Annualized Sortino;Model Configs;Total Epochs;Period Range;Study Period Start Date;Study Period End Date
32;2020-01-25T19:25:42.872261;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;987;6824;245;28;28;1994-09-01;1995-08-21;0.5112836956977844;{10: 0.5108785033226013};{10: 0.00022723233365592302};{10: 3.582958787588035e-05};{10: 0.012981963997064083};{10: 0.08523260587203474};{10: 0.2295747016657989};{10: 0.348953578556108};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-7250, -6251);1991-09-18;1995-08-21
32;2020-01-25T19:25:43.355996;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;987;6824;245;28;28;1994-09-01;1995-08-21;0.5118698710433763;{10: 0.5151888341543513};{10: 0.0004926762983547798};{10: 0.00030127355257473723};{10: 0.11454042423675181};{10: 0.1940128658899949};{10: 2.3256128440570913};{10: 3.8369607647898154};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-7250, -6251);1991-09-18;1995-08-21
32;2020-01-25T19:25:43.990296;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;987;6824;245;28;28;1994-09-01;1995-08-21;0.5083528722157092;{10: 0.5139573070607554};{10: 0.0004177428942280076};{10: 0.00022634014844796494};{10: 0.08488417859651465};{10: 0.16224797470694519};{10: 1.6324800273744895};{10: 2.6031072067583643};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-7250, -6251);1991-09-18;1995-08-21
32;2020-01-25T19:25:44.544068;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;987;6824;245;28;28;1994-09-01;1995-08-21;0.5002930832356389;{10: 0.49917898193760263};{10: 0.0003870718611946607};{10: 0.000195669115414618};{10: 0.07297374105738874};{10: 0.14949062395007995};{10: 1.3383951667268699};{10: 2.0244027151236192};;;(-7250, -6251);1991-09-18;1995-08-21
32;2020-01-25T19:26:01.107521;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;983;6802;245;28;28;1995-08-22;1996-08-12;0.5063216686248779;{10: 0.5090871453285217};{10: 0.000452620495354116};{10: 0.0002834097955526716};{10: 0.10739794679713865};{10: 0.1769266580202693};{10: 1.6060823561774857};{10: 3.364158591930613};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-7000, -6001);1992-09-18;1996-08-12
32;2020-01-25T19:26:01.575274;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;983;6802;245;28;28;1995-08-22;1996-08-12;0.5107321376065863;{10: 0.5130111524163569};{10: 0.00043119933798238145};{10: 0.0002619886381809371};{10: 0.09889327209708654};{10: 0.16788953457982347};{10: 1.9971834693349777};{10: 3.56916298824764};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-7000, -6001);1992-09-18;1996-08-12
32;2020-01-25T19:26:02.033742;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;983;6802;245;28;28;1995-08-22;1996-08-12;0.4936783299029697;{10: 0.4923585295332507};{10: 0.0001591937130216207};{10: -1.001698677982369e-05};{10: -0.0035996390121366684};{10: 0.05897893551098665};{10: -0.07770227995804958};{10: -0.12703926151871875};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-7000, -6001);1992-09-18;1996-08-12
32;2020-01-25T19:26:02.765808;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;983;6802;245;28;28;1995-08-22;1996-08-12;0.5010291090855631;{10: 0.49380421313506817};{10: 0.00021850896297342804};{10: 4.929826317198366e-05};{10: 0.017905349916015778};{10: 0.08183062960677945};{10: 0.3968716214343858};{10: 0.7177729817862804};;;(-7000, -6001);1992-09-18;1996-08-12
32;2020-01-25T19:26:19.440140;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;977;6749;241;29;28;1996-08-13;1997-07-31;0.5104460120201111;{10: 0.5079858899116516};{10: 0.00017970482619900424};{10: 2.4303501252685058e-05};{10: 0.0087875398486994};{10: 0.06682604294756911};{10: 0.10991035384686537};{10: 0.15071584385837952};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6750, -5751);1993-09-14;1997-07-31
32;2020-01-25T19:26:19.892956;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;977;6748;241;29;28;1996-08-13;1997-07-31;0.5122999407231772;{10: 0.5087136929460581};{10: 0.00025269148526159223};{10: 9.729016031527299e-05};{10: 0.03564327361705466};{10: 0.09522239498843987};{10: 0.5070111456499019};{10: 0.8025692276702866};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6750, -5751);1993-09-14;1997-07-31
32;2020-01-25T19:26:20.358709;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;977;6748;241;29;28;1996-08-13;1997-07-31;0.5131890930646117;{10: 0.5143153526970954};{10: 0.000501020319793886};{10: 0.0003456189948475667};{10: 0.13247028729859966};{10: 0.19760310447535345};{10: 1.840104390404287};{10: 2.433039132379302};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6750, -5751);1993-09-14;1997-07-31
32;2020-01-25T19:26:21.241352;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;977;6748;241;29;28;1996-08-13;1997-07-31;0.502371072910492;{10: 0.500207468879668};{10: 0.0004866128339280237};{10: 0.00033121150898170453};{10: 0.12661369269231648};{10: 0.19141063359590138};{10: 1.7706189884386925};{10: 2.3462543619849976};;;(-6750, -5751);1993-09-14;1997-07-31
32;2020-01-25T19:26:38.562485;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;972;6921;241;29;29;1997-08-01;1998-07-21;0.5059962272644043;{10: 0.5124158263206482};{10: 0.0010094273637073468};{10: 0.0008708467904656638};{10: 0.36802544123768066};{10: 0.43793860607303214};{10: 3.7692910554110695};{10: 6.815173058733458};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6500, -5501);1994-09-01;1998-07-21
32;2020-01-25T19:26:39.029978;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;972;6920;241;29;29;1997-08-01;1998-07-21;0.5138728323699422;{10: 0.5173647653125658};{10: 0.00033855662628064356};{10: 0.00019997605303896066};{10: 0.07463834506101685};{10: 0.1295956743785831};{10: 0.8707231668102756};{10: 1.2710233009215977};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6500, -5501);1994-09-01;1998-07-21
32;2020-01-25T19:26:39.510692;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;972;6920;241;29;29;1997-08-01;1998-07-21;0.5208092485549133;{10: 0.5121027152178489};{10: 0.0003055588183806025};{10: 0.00016697824513891955};{10: 0.061950328529519316};{10: 0.11626062554132033};{10: 0.7805271381978784};{10: 1.1945519647544844};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6500, -5501);1994-09-01;1998-07-21
32;2020-01-25T19:26:40.468130;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;972;6920;241;29;29;1997-08-01;1998-07-21;0.5127167630057804;{10: 0.4929488528730793};{10: 0.0006351592527385462};{10: 0.0004965786794968632};{10: 0.19569063184065016};{10: 0.2568200295940284};{10: 2.1051941273464227};{10: 2.9447751067406776};;;(-6500, -5501);1994-09-01;1998-07-21
32;2020-01-25T19:26:58.684190;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;973;7552;246;31;31;1998-07-22;1999-07-13;0.5237023234367371;{10: 0.5307469964027405};{10: 0.001784065076167885};{10: 0.0016745356595869452};{10: 0.8263668537549682};{10: 0.8996908987174415};{10: 4.482606886860113};{10: 7.6262498531436895};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6250, -5251);1995-08-22;1999-07-13
32;2020-01-25T19:26:59.420978;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;973;7552;246;31;31;1998-07-22;1999-07-13;0.5127118644067796;{10: 0.5096987205943045};{10: 0.0009213526444837237};{10: 0.0008118232279027839};{10: 0.3392875533374988};{10: 0.3931038529708817};{10: 2.6706130162323554};{10: 4.6119969240313035};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6250, -5251);1995-08-22;1999-07-13
32;2020-01-25T19:26:59.910680;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;973;7552;246;31;31;1998-07-22;1999-07-13;0.514698093220339;{10: 0.516714816343376};{10: 0.0010436763494671441};{10: 0.0009341469328862042};{10: 0.3995292360401004};{10: 0.455759205505871};{10: 3.4013961912898436};{10: 6.156986507119512};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6250, -5251);1995-08-22;1999-07-13
32;2020-01-25T19:27:00.495113;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;973;7552;246;31;31;1998-07-22;1999-07-13;0.5112552966101694;{10: 0.4921584812216261};{10: 0.0010830992803209049};{10: 0.000973569863739965};{10: 0.419514129459269};{10: 0.4765447568354906};{10: 3.2168628854505275};{10: 5.4232731108393475};;;(-6250, -5251);1995-08-22;1999-07-13
32;2020-01-25T19:27:18.457338;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;1999-07-14;2000-07-03;0.5149234533309937;{10: 0.5166096091270447};{10: 0.0006875479204649341};{10: 0.00054857459029927};{10: 0.21827107765395026};{10: 0.28073252624070677};{10: 1.3230842131315366};{10: 2.2769671687525457};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6000, -5001);1996-08-13;2000-07-03
32;2020-01-25T19:27:18.940048;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;1999-07-14;2000-07-03;0.5063586815468466;{10: 0.5103684316488826};{10: 0.00015692794264430786};{10: 1.795461247864371e-05};{10: 0.006484536624191017};{10: 0.05811563898109173};{10: 0.05654791014611885};{10: 0.08648661595591825};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6000, -5001);1996-08-13;2000-07-03
32;2020-01-25T19:27:19.716999;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;1999-07-14;2000-07-03;0.5063586815468466;{10: 0.5107710891886451};{10: 0.000539156601500658};{10: 0.00040018327133499383};{10: 0.15492702362817634};{10: 0.2141497907772476};{10: 1.3437554093731137};{10: 2.1924380497892746};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-6000, -5001);1996-08-13;2000-07-03
32;2020-01-25T19:27:20.299305;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;1999-07-14;2000-07-03;0.515442512328056;{10: 0.4988926917656533};{10: 0.0006625582759841185};{10: 0.0005235849458184543};{10: 0.20736615091510835};{10: 0.26927008270121133};{10: 1.7236366025066305};{10: 2.8175304799304257};;;(-6000, -5001);1996-08-13;2000-07-03
32;2020-01-25T19:27:38.399929;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;984;7688;248;32;31;2000-07-04;2001-06-25;0.5253642201423645;{10: 0.5306451320648193};{10: 0.0010693548256342934};{10: 0.000935351095041929};{10: 0.4001354943882087};{10: 0.46926466875042894};{10: 2.665690839955686};{10: 4.675177710655912};{'data': {'columns': ['stand_d_return'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 1, 'batch_size': 32, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 25, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': (240, 1), 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 100, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True, 'verbose': 0}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 100, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 0}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-5750, -4751);1997-08-01;2001-06-25
32;2020-01-25T19:27:38.877652;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;984;7686;248;32;31;2000-07-04;2001-06-25;0.5027322404371585;{10: 0.5038321903993546};{10: 0.00034413392369292336};{10: 0.00021013019310055906};{10: 0.07857305568194306};{10: 0.13186521011016072};{10: 0.7518263729947168};{10: 1.1640924532582526};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-5750, -4751);1997-08-01;2001-06-25
32;2020-01-25T19:27:39.358139;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;984;7686;248;32;31;2000-07-04;2001-06-25;0.49934946656258133;{10: 0.50040338846309};{10: 0.00014333417082009866};{10: 9.330440227734395e-06};{10: 0.0033645903817391964};{10: 0.05295090044291273};{10: 0.03205632582229747};{10: 0.04548758776904579};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 0, 'warm_start': True};;(-5750, -4751);1997-08-01;2001-06-25
32;2020-01-25T19:27:40.396411;mixed;MixedEnsemble(LSTM, ExtraTreesClassifier, RandomForestClassifier);150095;Deutscher Aktienindex (DAX) Index;984;7686;248;32;31;2000-07-04;2001-06-25;0.5059849076242519;{10: 0.5};{10: 0.0003032262136530721};{10: 0.00016922248306070777};{10: 0.06280850780650127};{10: 0.11532393787058703};{10: 0.5708619961573049};{10: 0.8346381027186921};;;(-5750, -4751);1997-08-01;2001-06-25
