ID;Experiment Run End;Parent Model Type;Model Type;Index ID;Index Name;Study Period Length;Test Set Size;Days Test Set;Constituent Number;Average Cross Section Size;Test Set Start Date;Test Set End Date;Total Accuracy;Top-k Accuracy Scores;Top-k Mean Daily Return;Top-k Mean Daily Excess Return;Top-k Annualized Excess Return;Top-k Annualized Return;Top-k Annualized Sharpe;Top-k Annualized Sortino;Model Configs;Total Epochs;Period Range;Study Period Start Date;Study Period End Date
11;2020-01-23T18:39:39.138787;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;994;7440;248;30;30;20.06.2002;12.06.2003;0.508736551;{5: 0.5165322422981262, 10: 0.5098790526390076};{5: 0.0001628549153118377, 10: 5.5580034817870734e-05};{5: 4.76155096694935e-05, 10: -5.965937082447327e-05};{5: 0.017288928350798205, 10: -0.0212490041296709};{5: 0.06037539973444539, 10: 0.020209763363878253};{5: 0.0844563972373608, 10: -0.14788895092633447};{5: 0.11836939907954722, 10: -0.22128018994275242};{'data': {'columns': ['stand_d_return', 'ind_mom_ratio'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 10, 'batch_size': 64, 'early_stopping_patience': 3}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 20, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': [240, 2], 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 500, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 200, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 1}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-5250, -4251);14.07.1999;12.06.2003
11;2020-01-23T18:39:40.694117;mixed;MixedEnsemble(ExtraTreesClassifier, LSTM);150095;Deutscher Aktienindex (DAX) Index;994;7440;248;30;30;20.06.2002;12.06.2003;0.499865591;{5: 0.5, 10: 0.5056451612903226};{5: -8.997540375696338e-06, 10: 0.0001465815448634893};{5: -0.00012423694601804033, 10: 3.134213922114526e-05};{5: -0.04374252708992121, 10: 0.011346886348367446};{5: -0.0032338887882144007, 10: 0.05418239878407505};{5: -0.2133971745081547, 10: 0.08512419960022805};{5: -0.33119529234114037, 10: 0.1404731136877294};;;(-5250, -4251);14.07.1999;12.06.2003
11;2020-01-23T18:39:53.040069;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;993;7439;248;30;30;13.06.2003;03.06.2004;0.511627907;{5: 0.5252117789431222, 10: 0.5113934260939705};{5: 0.0004244285400662798, 10: 0.0001695452226122024};{5: 0.00031371598770503056, 10: 5.883267025095313e-05};{5: 0.1195424153353215, 10: 0.021405007989981906};{5: 0.1650474997106337, 10: 0.06293197778811876};{5: 1.0983166414694896, 10: 0.28425837324749115};{5: 1.5298808027703998, 10: 0.41300932196659434};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-5000, -4001);04.07.2000;03.06.2004
12;2020-01-23T18:48:21.257986;tree_based;RandomForestClassifier;150376;Dow Jones STOXX 600 Price Index;994;139169;249;588;559;03.10.2001;23.09.2002;0.519914636;{5: 0.5701275045537341, 10: 0.5582659808963997, 50: 0.5424187038306298, 100: 0.5342341632524424, 150: 0.5300857696699328, 200: 0.5264321809175965, 250: 0.523355484927285};{5: 0.0049132345713052234, 10: 0.0040957782363512715, 50: 0.002373305886546093, 100: 0.0017181633949797342, 150: 0.0013678553302134216, 200: 0.0011921156204411172, 250: 0.0010696512890814452};{5: 0.004783903633807236, 10: 0.003966447298853285, 50: 0.0022439749490481054, 100: 0.0015888324574817466, 150: 0.0012385243927154341, 200: 0.0010627846829431296, 250: 0.0009403203515834577};{5: 4.573922176433346, 10: 3.1582595402593654, 50: 1.2410084356808793, 100: 0.7709670892382254, 150: 0.561415683967208, 200: 0.46579728718147284, 250: 0.4026401327831033};{5: 4.838263745017932, 10: 3.355628047823961, 50: 1.3475632044648682, 100: 0.8552288443705558, 150: 0.6357336848378952, 200: 0.5355767161728178, 250: 0.4694213195479504};{5: 6.860111048221007, 10: 7.789348891400855, 50: 9.11249024193929, 100: 7.803975395900253, 150: 7.033943722286684, 200: 7.049686188492779, 250: 7.447578036630995};{5: 11.655077568210707, 10: 12.481614701702252, 50: 11.24147742533401, 100: 8.285165401325433, 150: 7.404625999731083, 200: 8.134542259509562, 250: 8.942312875018576};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-5500, -4501);16.11.1998;23.09.2002
13;2020-01-24T22:47:25.228104;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;977;6494;241;27;27;13.08.1996;31.07.1997;0.515706806;{5: 0.5352523988318731, 10: 0.5211150405658415};{5: 0.000996029968587745, 10: 0.0005776794139722372};{5: 0.0008406286436414258, 10: 0.00042227808902591804};{5: 0.35323657323151547, 10: 0.1641462941848637};{5: 0.43102695024751636, 10: 0.23109564813213646};{5: 3.0454521392441505, 10: 2.2860098814613288};{5: 4.486720590528955, 10: 3.985530469022025};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6750, -5751);14.09.1993;31.07.1997
13;2020-01-24T22:47:48.124795;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;977;6494;241;27;27;13.08.1996;31.07.1997;0.512319064;{5: 0.5298289528577388, 10: 0.5146661119201165};{5: 0.0006384947575975854, 10: 0.0002809050198741536};{5: 0.00048309343265126614, 10: 0.0001255036949278344};{5: 0.18990282129455127, 10: 0.0462145875245501};{5: 0.2583291409803441, 10: 0.10640011625186174};{5: 1.6545304191394148, 10: 0.6289221681595837};{5: 3.036483658477, 10: 0.8960163176931835};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6750, -5751);14.09.1993;31.07.1997
13;2020-01-24T22:47:48.513726;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;977;6494;241;27;27;13.08.1996;31.07.1997;0.506159544;{5: 0.5064663887023926, 10: 0.5073850750923157};{5: -0.0002179751577414739, 10: 0.00011406736029154193};{5: -0.0003733764826877931, 10: -4.133396465477727e-05};{5: -0.1257952244616749, 10: -0.014770366785431754};{5: -0.07547908964946315, 10: 0.04191660635311867};{5: -1.4961224483753592, 10: -0.22914025423284035};{5: -1.9393546290699613, 10: -0.3733393978205987};{'data': {'columns': ['stand_d_return', 'ind_mom_ratio'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 4, 'batch_size': 64, 'early_stopping_patience': 2}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 20, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': [240, 2], 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 200, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 200, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 1}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6750, -5751);14.09.1993;31.07.1997
13;2020-01-24T22:47:50.049090;mixed;MixedEnsemble(ExtraTreesClassifier, LSTM);150095;Deutscher Aktienindex (DAX) Index;977;6494;241;27;27;13.08.1996;31.07.1997;0.512935017;{5: 0.5323320817688778, 10: 0.5188267110463907};{5: 0.0007366158799969983, 10: 0.00033323577311983413};{5: 0.0005812145550506791, 10: 0.000177834448173515};{5: 0.23266249188739963, 10: 0.0661080805639358};{5: 0.3035405939840228, 10: 0.12743472197749606};{5: 1.9946438454396018, 10: 0.9117756797532661};{5: 3.5295408360110025, 10: 1.3735014290589243};;;(-6750, -5751);14.09.1993;31.07.1997
13;2020-01-24T22:47:56.498242;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;972;6456;241;28;27;01.08.1997;21.07.1998;0.512391574;{5: 0.5349724459516745, 10: 0.5196057873768085};{5: 0.000532769799528622, 10: 0.00037018097918296297};{5: 0.00039418922628693887, 10: 0.00023160040594127999};{5: 0.15243853143397157, 10: 0.08694009111944112};{5: 0.21136285728459137, 10: 0.1425247338993798};{5: 1.148310236023176, 10: 1.0268506707009708};{5: 1.7014404156871021, 10: 1.5504189830502926};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6500, -5501);01.09.1994;21.07.1998
13;2020-01-24T22:48:14.560831;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;972;6456;241;28;27;01.08.1997;21.07.1998;0.508364312;{5: 0.5175922000847817, 10: 0.5082826588383309};{5: 0.0006878069328124832, 10: 0.0002893731611038734};{5: 0.0005492263595708002, 10: 0.0001507925878621905};{5: 0.21855680573251557, 10: 0.05578148747113176};{5: 0.2808518709278507, 10: 0.10977719314080447};{5: 1.6041963800707426, 10: 0.6319974646371638};{5: 2.7777567704006554, 10: 0.9949439669561257};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6500, -5501);01.09.1994;21.07.1998
13;2020-01-24T22:48:14.938365;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;972;6458;241;28;27;01.08.1997;21.07.1998;0.500774205;{5: 0.4875052869319916, 10: 0.49570322036743164};{5: 2.563991403237685e-05, 10: -0.0001275353402689402};{5: -0.00011294065920930612, 10: -0.0002661159135106232};{5: -0.03984536896346669, 10: -0.0913674285151187};{5: 0.009272980853685331, 10: -0.04487747709315526};{5: -0.35253294669293994, 10: -1.350251070984778};{5: -0.6021326321923443, 10: -2.2612968737047137};{'data': {'columns': ['stand_d_return', 'ind_mom_ratio'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 4, 'batch_size': 64, 'early_stopping_patience': 2}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 20, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': [240, 2], 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 200, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 200, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 1}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6500, -5501);01.09.1994;21.07.1998
13;2020-01-24T22:48:16.595667;mixed;MixedEnsemble(ExtraTreesClassifier, LSTM);150095;Deutscher Aktienindex (DAX) Index;972;6456;241;28;27;01.08.1997;21.07.1998;0.508364312;{5: 0.5175922000847817, 10: 0.5082826588383309};{5: 0.0006878069328124832, 10: 0.0002893731611038734};{5: 0.0005492263595708002, 10: 0.00015079258786219042};{5: 0.21855680573251557, 10: 0.05578148747113176};{5: 0.2808518709278507, 10: 0.10977719314080447};{5: 1.6041963800707426, 10: 0.6319974646371633};{5: 2.7777567704006554, 10: 0.9949439669561252};;;(-6500, -5501);01.09.1994;21.07.1998
13;2020-01-24T22:48:23.368028;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;973;7379;246;30;30;22.07.1998;13.07.1999;0.504539911;{5: 0.5229768198454656, 10: 0.5072169140069119};{5: 0.0009841464141741544, 10: 0.0005118184707769239};{5: 0.0008746169975932146, 10: 0.00040228905419598414};{5: 0.3698818667676973, 10: 0.15580253334564054};{5: 0.42492400924269114, 10: 0.20226528300343638};{5: 2.0493943890275217, 10: 1.4143371061925163};{5: 3.6992297715001308, 10: 2.4158460455206545};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6250, -5251);22.08.1995;13.07.1999
13;2020-01-24T22:48:42.477954;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;973;7379;246;30;30;22.07.1998;13.07.1999;0.517956363;{5: 0.5262301748678324, 10: 0.5175848749745884};{5: 0.0019302185175612769, 10: 0.0013068527660811988};{5: 0.001820689100980337, 10: 0.0011973233495002587};{5: 0.924857840710426, 10: 0.5384548470018649};{5: 1.0021245549550728, 10: 0.6002499692285168};{5: 3.9428468876745173, 10: 3.619796592816977};{5: 6.1578000231416965, 10: 6.078687258931989};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6250, -5251);22.08.1995;13.07.1999
13;2020-01-24T22:48:42.872031;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;973;7379;246;30;30;22.07.1998;13.07.1999;0.498441517;{5: 0.49898332357406616, 10: 0.498678594827652};{5: 0.00010137352898650153, 10: 0.00030994697156574053};{5: -8.155887594438334e-06, 10: 0.0002004175549848007};{5: -0.0029318252888362872, 10: 0.07480912821398378};{5: 0.03716665050190837, 10: 0.11802487188654642};{5: -0.02102676410272293, 10: 0.7259587243094715};{5: -0.03221096481814071, 10: 1.114548895203073};{'data': {'columns': ['stand_d_return', 'ind_mom_ratio'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 4, 'batch_size': 64, 'early_stopping_patience': 2}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 20, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': [240, 2], 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 200, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 200, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 1}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6250, -5251);22.08.1995;13.07.1999
13;2020-01-24T22:48:44.469772;mixed;MixedEnsemble(ExtraTreesClassifier, LSTM);150095;Deutscher Aktienindex (DAX) Index;973;7379;246;30;30;22.07.1998;13.07.1999;0.517956363;{5: 0.5262301748678324, 10: 0.5175848749745884};{5: 0.0019302185175612769, 10: 0.0013068527660811988};{5: 0.001820689100980337, 10: 0.0011973233495002587};{5: 0.924857840710426, 10: 0.5384548470018649};{5: 1.0021245549550728, 10: 0.6002499692285168};{5: 3.9428468876745173, 10: 3.619796592816977};{5: 6.1578000231416965, 10: 6.078687258931989};;;(-6250, -5251);22.08.1995;13.07.1999
13;2020-01-24T22:48:52.987142;tree_based;RandomForestClassifier;150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;14.07.1999;03.07.2000;0.510251752;{5: 0.517561566410981, 10: 0.5081538151801892, 50: 0.5102517518816506, 100: 0.5102517518816506, 150: 0.5102517518816506, 200: 0.5102517518816506, 250: 0.5102517518816506};{5: 0.0005957096880562056, 10: 0.0002274176184802583, 50: 3.651931141938406e-23, 100: 3.651931141938406e-23, 150: 3.651931141938406e-23, 200: 3.651931141938406e-23, 250: 3.651931141938406e-23};{5: 0.0004567363578905415, 10: 8.844428831459408e-05, 50: -0.00013897333016566418, 100: -0.00013897333016566418, 150: -0.00013897333016566418, 200: -0.00013897333016566418, 250: -0.00013897333016566418};{5: 0.17867102150000536, 10: 0.032350804197826655, 50: -0.04880279844698565, 100: -0.04880279844698565, 150: -0.04880279844698565, 200: -0.04880279844698565, 250: -0.04880279844698565};{5: 0.2391078395759425, 10: 0.08530497960120886, 50: 0.0, 100: 0.0, 150: 0.0, 200: 0.0, 250: 0.0};{5: 0.9238287655182105, 10: 0.26546871642996217, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{5: 1.4822991168187392, 10: 0.4208355055580013, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6000, -5001);13.08.1996;03.07.2000
13;2020-01-24T22:49:13.823590;tree_based;ExtraTreesClassifier;150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;14.07.1999;03.07.2000;0.500129769;{5: 0.5062575696406943, 10: 0.5029192671632776, 50: 0.5001297690111601, 100: 0.5001297690111601, 150: 0.5001297690111601, 200: 0.5001297690111601, 250: 0.5001297690111601};{5: -0.00010417810205513178, 10: 0.00029044790982908067, 50: 3.651931141938406e-23, 100: 3.651931141938406e-23, 150: 3.651931141938406e-23, 200: 3.651931141938406e-23, 250: 3.651931141938406e-23};{5: -0.00024315143222079595, 10: 0.0001514745796634165, 50: -0.00013897333016566418, 100: -0.00013897333016566418, 150: -0.00013897333016566418, 200: -0.00013897333016566418, 250: -0.00013897333016566418};{5: -0.08382250330599939, 10: 0.05604069246948651, 50: -0.04880279844698565, 100: -0.04880279844698565, 150: -0.04880279844698565, 200: -0.04880279844698565, 250: -0.04880279844698565};{5: -0.036811429265118045, 10: 0.11020653510749212, 50: 0.0, 100: 0.0, 150: 0.0, 200: 0.0, 250: 0.0};{5: -0.48154962243137284, 10: 0.4327501351070392, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{5: -0.7894032578781672, 10: 0.7035335912928259, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': True, 'random_state': None, 'verbose': 1, 'warm_start': True};;(-6000, -5001);13.08.1996;03.07.2000
13;2020-01-24T22:49:15.103159;deep_learning;LSTM;150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;14.07.1999;03.07.2000;0.497015327;{5: 0.5038352608680725, 10: 0.5063418745994568, 50: 0.4970153272151947, 100: 0.4970153272151947, 150: 0.4970153272151947, 200: 0.4970153272151947, 250: 0.4970153272151947};{5: 5.1484129879303625e-05, 10: 0.0002596143671254079, 50: 3.651931141938406e-23, 100: 3.651931141938406e-23, 150: 3.651931141938406e-23, 200: 3.651931141938406e-23, 250: 3.651931141938406e-23};{5: -8.748920028636052e-05, 10: 0.00012064103695974374, 50: -0.00013897333016566418, 100: -0.00013897333016566418, 150: -0.00013897333016566418, 200: -0.00013897333016566418, 250: -0.00013897333016566418};{5: -0.031006611345169133, 10: 0.04438495647314511, 50: -0.04880279844698565, 100: -0.04880279844698565, 150: -0.04880279844698565, 200: -0.04880279844698565, 250: -0.04880279844698565};{5: 0.01870662671418888, 10: 0.09795465270813142, 50: 0.0, 100: 0.0, 150: 0.0, 200: 0.0, 250: 0.0};{5: -0.16488989460098064, 10: 0.31926375053260564, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{5: -0.22890647534979092, 10: 0.4492398584833802, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{'data': {'columns': ['stand_d_return', 'ind_mom_ratio'], 'sequence_length': 241, 'train_test_split': 0.75, 'normalize': True}, 'training': {'epochs': 4, 'batch_size': 64, 'early_stopping_patience': 2}, 'model': {'loss': 'binary_crossentropy', 'optimizer': 'rmsprop', 'optimizer_params': {}, 'metrics': ['accuracy'], 'save_dir': 'saved_models', 'layers': [{'type': 'lstm', 'params': {'units': 20, 'dropout': 0.1, 'recurrent_dropout': 0.0, 'kernel_regularizer': 'l2', 'input_shape': [240, 2], 'return_sequences': False}}, {'type': 'dense', 'params': {'units': 1, 'activation': 'sigmoid'}}]}, 'RandomForestClassifier': {'n_estimators': 200, 'max_depth': 20, 'n_jobs': -1, 'oob_score': True, 'warm_start': True}, 'GradientBoostingClassifier': {'n_estimators': 15, 'max_depth': 5, 'warm_start': True}, 'AdaBoostClassifier': {'n_estimators': 200, 'base_estimator': 'DecisionTreeClassifier', 'base_estimator__max_depth': 10}, 'ExtraTreesClassifier': {'n_estimators': 200, 'max_depth': 20, 'warm_start': True, 'oob_score': True, 'bootstrap': True, 'n_jobs': -1, 'verbose': 1}, 'model_hierarchy': {'tree_based': ['AdaBoostClassifier', 'ExtraTreesClassifier', 'GradientBoostingClassifier', 'RandomForestClassifier'], 'deep_learning': ['RNN', 'LSTM']}};;(-6000, -5001);13.08.1996;03.07.2000
13;2020-01-24T22:49:17.598158;mixed;MixedEnsemble(ExtraTreesClassifier, LSTM);150095;Deutscher Aktienindex (DAX) Index;977;7706;249;31;31;14.07.1999;03.07.2000;0.500129769;{5: 0.5062575696406943, 10: 0.5029192671632776, 50: 0.5001297690111601, 100: 0.5001297690111601, 150: 0.5001297690111601, 200: 0.5001297690111601, 250: 0.5001297690111601};{5: -0.00010417810205513178, 10: 0.00029044790982908067, 50: 3.651931141938406e-23, 100: 3.651931141938406e-23, 150: 3.651931141938406e-23, 200: 3.651931141938406e-23, 250: 3.651931141938406e-23};{5: -0.00024315143222079595, 10: 0.0001514745796634165, 50: -0.00013897333016566418, 100: -0.00013897333016566418, 150: -0.00013897333016566418, 200: -0.00013897333016566418, 250: -0.00013897333016566418};{5: -0.08382250330599939, 10: 0.05604069246948651, 50: -0.04880279844698565, 100: -0.04880279844698565, 150: -0.04880279844698565, 200: -0.04880279844698565, 250: -0.04880279844698565};{5: -0.036811429265118045, 10: 0.11020653510749212, 50: 0.0, 100: 0.0, 150: 0.0, 200: 0.0, 250: 0.0};{5: -0.48154962243137284, 10: 0.4327501351070392, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};{5: -0.7894032578781672, 10: 0.7035335912928259, 50: -451.59786953076355, 100: -451.59786953076355, 150: -451.59786953076355, 200: -451.59786953076355, 250: -451.59786953076355};;;(-6000, -5001);13.08.1996;03.07.2000
